R_Fighter,R_KD,R_Sub. att,R_Rev.,R_Ctrl,B_Fighter,B_KD,B_Sub. att,B_Rev.,B_Ctrl,Winner,Division,Title_Bout,Event,Method,Round,Time,Date,Location,R_Sig. str._Landed,R_Sig. str._Attempted,R_Total str._Landed,R_Total str._Attempted,R_Td_Landed,R_Td_Attempted,R_Head_Landed,R_Head_Attempted,R_Body_Landed,R_Body_Attempted,R_Leg_Landed,R_Leg_Attempted,R_Distance_Landed,R_Distance_Attempted,R_Clinch_Landed,R_Clinch_Attempted,R_Ground_Landed,R_Ground_Attempted,B_Sig. str._Landed,B_Sig. str._Attempted,B_Total str._Landed,B_Total str._Attempted,B_Td_Landed,B_Td_Attempted,B_Head_Landed,B_Head_Attempted,B_Body_Landed,B_Body_Attempted,B_Leg_Landed,B_Leg_Attempted,B_Distance_Landed,B_Distance_Attempted,B_Clinch_Landed,B_Clinch_Attempted,B_Ground_Landed,B_Ground_Attempted
Michael Johnson,0,0,0,0.0,Beneil Dariush,0,0,0,0.0,Blue,Lightweight,0,UFC Fight Night: Teixeira vs Saint Preux,Decision - Split,3,5:00,2015-08-08,"Nashville, Tennessee, USA",84.0,222.0,85.0,223.0,0.0,0.0,32.0,133.0,49.0,85.0,3.0,4.0,83.0,221.0,1.0,1.0,0.0,0.0,75.0,201.0,75.0,201.0,0.0,7.0,52.0,169.0,12.0,21.0,11.0,11.0,75.0,199.0,0.0,2.0,0.0,0.0
Derek Brunson,0,0,0,1.53,Sam Alvey,0,0,0,0.0,Red,Middleweight,0,UFC Fight Night: Teixeira vs Saint Preux,KO/TKO,1,2:19,2015-08-08,"Nashville, Tennessee, USA",27.0,45.0,53.0,71.0,0.0,1.0,26.0,44.0,1.0,1.0,0.0,0.0,7.0,14.0,19.0,29.0,1.0,2.0,4.0,11.0,6.0,13.0,0.0,0.0,2.0,9.0,2.0,2.0,0.0,0.0,2.0,6.0,2.0,5.0,0.0,0.0
Jared Rosholt,0,1,0,2.42,Timothy Johnson,0,0,0,8.73,Red,Heavyweight,0,UFC Fight Night: Teixeira vs Saint Preux,Decision - Unanimous,3,5:00,2015-08-08,"Nashville, Tennessee, USA",19.0,34.0,53.0,70.0,2.0,5.0,16.0,31.0,3.0,3.0,0.0,0.0,4.0,14.0,7.0,11.0,8.0,9.0,26.0,57.0,86.0,126.0,3.0,4.0,20.0,50.0,6.0,7.0,0.0,0.0,10.0,30.0,14.0,24.0,2.0,3.0
Sara McMann,0,0,0,0.1,Amanda Nunes,1,1,0,0.72,Blue,Women's Bantamweight,0,UFC Fight Night: Teixeira vs Saint Preux,Submission,1,2:53,2015-08-08,"Nashville, Tennessee, USA",2.0,16.0,4.0,18.0,0.0,2.0,1.0,13.0,0.0,1.0,1.0,2.0,2.0,15.0,0.0,1.0,0.0,0.0,27.0,39.0,36.0,53.0,0.0,0.0,24.0,33.0,2.0,5.0,1.0,1.0,11.0,18.0,1.0,2.0,15.0,19.0
Ray Borg,0,2,0,13.92,Geane Herrera,0,0,1,0.25,Red,Flyweight,0,UFC Fight Night: Teixeira vs Saint Preux,Decision - Unanimous,3,5:00,2015-08-08,"Nashville, Tennessee, USA",26.0,53.0,85.0,115.0,3.0,3.0,22.0,48.0,4.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,26.0,46.0,7.0,13.0,24.0,33.0,0.0,0.0,6.0,12.0,1.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,5.0,6.0
Uriah Hall,0,0,0,1.6,Oluwale Bamgbose,0,0,0,0.0,Red,Middleweight,0,UFC Fight Night: Teixeira vs Saint Preux,KO/TKO,1,2:32,2015-08-08,"Nashville, Tennessee, USA",11.0,18.0,20.0,27.0,1.0,1.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,15.0,7.0,12.0,23.0,29.0,0.0,0.0,1.0,6.0,2.0,2.0,4.0,4.0,7.0,11.0,0.0,0.0,0.0,1.0
Chris Camozzi,0,2,0,4.4,Tom Watson,0,0,0,1.8,Red,Middleweight,0,UFC Fight Night: Teixeira vs Saint Preux,Decision - Unanimous,3,5:00,2015-08-08,"Nashville, Tennessee, USA",87.0,146.0,112.0,174.0,3.0,4.0,65.0,117.0,14.0,20.0,8.0,9.0,69.0,121.0,18.0,25.0,0.0,0.0,82.0,140.0,104.0,164.0,1.0,8.0,31.0,79.0,29.0,37.0,22.0,24.0,58.0,105.0,24.0,35.0,0.0,0.0
Dustin Ortiz,0,1,0,10.78,Willie Gates,0,0,0,0.0,Red,Flyweight,0,UFC Fight Night: Teixeira vs Saint Preux,KO/TKO,3,2:58,2015-08-08,"Nashville, Tennessee, USA",92.0,129.0,171.0,216.0,4.0,13.0,75.0,109.0,13.0,16.0,4.0,4.0,6.0,27.0,13.0,16.0,73.0,86.0,13.0,32.0,24.0,43.0,0.0,0.0,5.0,19.0,7.0,12.0,1.0,1.0,10.0,27.0,3.0,5.0,0.0,0.0
Frankie Saenz,0,1,0,2.68,Sirwan Kakai,0,0,0,1.92,Red,Bantamweight,0,UFC Fight Night: Teixeira vs Saint Preux,Decision - Split,3,5:00,2015-08-08,"Nashville, Tennessee, USA",80.0,183.0,91.0,195.0,1.0,6.0,48.0,142.0,23.0,32.0,9.0,9.0,45.0,128.0,31.0,49.0,4.0,6.0,55.0,113.0,62.0,121.0,3.0,9.0,29.0,82.0,13.0,16.0,13.0,15.0,47.0,100.0,8.0,13.0,0.0,0.0
Chris Dempsey,0,0,0,0.0,Jonathan Wilson,1,0,0,0.22,Blue,Light Heavyweight,0,UFC Fight Night: Teixeira vs Saint Preux,KO/TKO,1,0:50,2015-08-08,"Nashville, Tennessee, USA",0.0,4.0,1.0,5.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,8.0,4.0,8.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,2.0
Marlon Vera,0,2,0,0.1,Roman Salazar,0,0,0,5.12,Red,Bantamweight,0,UFC Fight Night: Teixeira vs Saint Preux,Submission,2,2:15,2015-08-08,"Nashville, Tennessee, USA",25.0,48.0,26.0,49.0,0.0,0.0,17.0,38.0,7.0,9.0,1.0,1.0,11.0,27.0,2.0,3.0,12.0,18.0,14.0,29.0,67.0,85.0,1.0,7.0,11.0,25.0,1.0,1.0,2.0,3.0,5.0,16.0,3.0,5.0,6.0,8.0
Anthony Christodoulou,0,0,0,0.77,Scott Holtzman,0,1,0,4.23,Blue,Lightweight,0,UFC Fight Night: Teixeira vs Saint Preux,Submission,3,2:40,2015-08-08,"Nashville, Tennessee, USA",31.0,112.0,44.0,125.0,0.0,0.0,23.0,104.0,6.0,6.0,2.0,2.0,24.0,101.0,7.0,11.0,0.0,0.0,71.0,138.0,96.0,163.0,1.0,3.0,43.0,100.0,17.0,24.0,11.0,14.0,52.0,113.0,19.0,25.0,0.0,0.0
Ronda Rousey,1,0,0,0.07,Bethe Correia,0,0,0,0.0,Red,Women's Bantamweight,1,UFC 190: Rousey vs Correia,KO/TKO,1,0:34,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",19.0,32.0,19.0,32.0,0.0,0.0,17.0,30.0,2.0,2.0,0.0,0.0,5.0,11.0,14.0,21.0,0.0,0.0,9.0,14.0,9.0,14.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,3.0,6.0,6.0,8.0,0.0,0.0
Mauricio Rua,0,0,0,4.32,Rogerio Nogueira,0,1,0,0.22,Red,Light Heavyweight,0,UFC 190: Rousey vs Correia,Decision - Unanimous,3,5:00,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",53.0,98.0,82.0,130.0,2.0,5.0,30.0,74.0,15.0,16.0,8.0,8.0,47.0,84.0,2.0,8.0,4.0,6.0,63.0,166.0,73.0,177.0,0.0,0.0,55.0,156.0,6.0,8.0,2.0,2.0,48.0,135.0,15.0,31.0,0.0,0.0
Glaico Franca Moreira,0,1,0,6.67,Fernando Bruno,0,0,0,5.6,Red,Lightweight,1,UFC 190: Rousey vs Correia,Submission,3,4:46,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",23.0,31.0,47.0,57.0,4.0,9.0,6.0,12.0,8.0,8.0,9.0,11.0,13.0,19.0,5.0,5.0,5.0,7.0,20.0,32.0,41.0,53.0,2.0,11.0,14.0,25.0,5.0,5.0,1.0,2.0,12.0,20.0,8.0,12.0,0.0,0.0
Reginaldo Vieira,0,2,0,3.45,Dileno Lopes,0,3,0,2.7199999999999998,Red,Bantamweight,1,UFC 190: Rousey vs Correia,Decision - Unanimous,3,5:00,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",59.0,105.0,127.0,179.0,0.0,1.0,39.0,80.0,15.0,17.0,5.0,8.0,32.0,67.0,8.0,14.0,19.0,24.0,46.0,109.0,73.0,146.0,3.0,4.0,24.0,77.0,19.0,25.0,3.0,7.0,30.0,84.0,13.0,19.0,3.0,6.0
Stefan Struve,0,0,0,0.63,Antonio Rodrigo Nogueira,0,0,0,5.37,Red,Heavyweight,0,UFC 190: Rousey vs Correia,Decision - Unanimous,3,5:00,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",93.0,156.0,94.0,157.0,0.0,0.0,43.0,102.0,32.0,36.0,18.0,18.0,87.0,149.0,6.0,7.0,0.0,0.0,59.0,113.0,84.0,138.0,1.0,14.0,43.0,95.0,13.0,15.0,3.0,3.0,43.0,93.0,16.0,20.0,0.0,0.0
Antonio Silva,1,0,0,1.5,Soa Palelei,0,0,0,2.65,Red,Heavyweight,0,UFC 190: Rousey vs Correia,KO/TKO,2,0:41,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",16.0,28.0,29.0,43.0,0.0,1.0,10.0,22.0,4.0,4.0,2.0,2.0,5.0,13.0,10.0,13.0,1.0,2.0,19.0,35.0,46.0,65.0,1.0,3.0,15.0,30.0,4.0,5.0,0.0,0.0,5.0,11.0,0.0,0.0,14.0,24.0
Claudia Gadelha,0,0,0,2.6,Jessica Aguilar,0,0,0,0.78,Red,Women's Strawweight,0,UFC 190: Rousey vs Correia,Decision - Unanimous,3,5:00,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",111.0,248.0,121.0,263.0,4.0,4.0,95.0,229.0,16.0,19.0,0.0,0.0,101.0,233.0,9.0,14.0,1.0,1.0,70.0,189.0,88.0,210.0,0.0,3.0,35.0,152.0,11.0,13.0,24.0,24.0,63.0,180.0,7.0,9.0,0.0,0.0
Demian Maia,0,1,0,7.45,Neil Magny,0,0,0,0.03,Red,Welterweight,0,UFC 190: Rousey vs Correia,Submission,2,2:52,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",13.0,17.0,56.0,68.0,2.0,2.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,0.0,4.0,11.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Rafael Cavalcante,0,0,0,0.05,Patrick Cummins,0,0,0,7.17,Blue,Light Heavyweight,0,UFC 190: Rousey vs Correia,KO/TKO,3,0:45,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",23.0,45.0,24.0,47.0,0.0,0.0,20.0,42.0,1.0,1.0,2.0,2.0,15.0,34.0,1.0,3.0,7.0,8.0,49.0,92.0,102.0,162.0,8.0,14.0,37.0,77.0,6.0,7.0,6.0,8.0,18.0,49.0,7.0,10.0,24.0,33.0
Warlley Alves,0,1,0,4.3,Nordine Taleb,0,0,0,1.08,Red,Welterweight,0,UFC 190: Rousey vs Correia,Submission,2,4:11,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",17.0,38.0,23.0,46.0,2.0,3.0,9.0,29.0,4.0,5.0,4.0,4.0,12.0,31.0,3.0,3.0,2.0,4.0,17.0,34.0,30.0,47.0,0.0,2.0,8.0,23.0,5.0,6.0,4.0,5.0,13.0,28.0,4.0,6.0,0.0,0.0
Iuri Alcantara,0,0,0,2.18,Leandro Issa,0,0,0,5.43,Red,Bantamweight,0,UFC 190: Rousey vs Correia,Decision - Unanimous,3,5:00,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",53.0,101.0,65.0,114.0,0.0,0.0,42.0,86.0,10.0,13.0,1.0,2.0,31.0,65.0,8.0,16.0,14.0,20.0,26.0,55.0,37.0,70.0,1.0,10.0,21.0,40.0,2.0,3.0,3.0,12.0,13.0,32.0,0.0,0.0,13.0,23.0
Vitor Miranda,0,0,0,3.42,Clint Hester,0,0,0,3.0,Red,Middleweight,0,UFC 190: Rousey vs Correia,KO/TKO,2,2:38,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",57.0,75.0,95.0,114.0,1.0,1.0,52.0,66.0,1.0,4.0,4.0,5.0,7.0,14.0,1.0,2.0,49.0,59.0,15.0,34.0,20.0,39.0,1.0,5.0,11.0,30.0,3.0,3.0,1.0,1.0,9.0,25.0,0.0,1.0,6.0,8.0
Hugo Viana,0,0,0,6.03,Guido Cannetti,0,0,0,3.95,Blue,Bantamweight,0,UFC 190: Rousey vs Correia,Decision - Unanimous,3,5:00,2015-08-01,"Rio de Janeiro, Rio de Janeiro, Brazil",13.0,38.0,42.0,68.0,1.0,15.0,9.0,27.0,3.0,7.0,1.0,4.0,4.0,21.0,2.0,5.0,7.0,12.0,32.0,51.0,47.0,67.0,4.0,7.0,13.0,28.0,17.0,19.0,2.0,4.0,15.0,27.0,13.0,16.0,4.0,8.0
TJ Dillashaw,0,0,0,5.62,Renan Barao,0,0,0,0.15,Red,Bantamweight,1,UFC on FOX: Dillashaw vs. Barao II,KO/TKO,4,0:35,2015-07-25,"Chicago, Illinois, USA",117.0,212.0,170.0,273.0,0.0,5.0,84.0,172.0,19.0,22.0,14.0,18.0,93.0,179.0,23.0,32.0,1.0,1.0,62.0,181.0,65.0,185.0,0.0,5.0,31.0,129.0,19.0,37.0,12.0,15.0,50.0,155.0,12.0,26.0,0.0,0.0
Miesha Tate,1,2,0,6.13,Jessica Eye,0,0,0,0.1,Red,Women's Bantamweight,0,UFC on FOX: Dillashaw vs. Barao II,Decision - Unanimous,3,5:00,2015-07-25,"Chicago, Illinois, USA",58.0,122.0,84.0,148.0,1.0,4.0,38.0,100.0,15.0,17.0,5.0,5.0,36.0,96.0,2.0,3.0,20.0,23.0,56.0,143.0,81.0,168.0,0.0,0.0,38.0,121.0,2.0,4.0,16.0,18.0,48.0,131.0,8.0,12.0,0.0,0.0
Edson Barboza,0,0,0,0.0,Paul Felder,0,0,0,0.3,Red,Lightweight,0,UFC on FOX: Dillashaw vs. Barao II,Decision - Unanimous,3,5:00,2015-07-25,"Chicago, Illinois, USA",64.0,135.0,64.0,135.0,0.0,1.0,19.0,78.0,22.0,29.0,23.0,28.0,64.0,135.0,0.0,0.0,0.0,0.0,47.0,150.0,50.0,153.0,0.0,1.0,22.0,114.0,9.0,15.0,16.0,21.0,45.0,147.0,2.0,3.0,0.0,0.0
Joe Lauzon,0,0,0,1.12,Takanori Gomi,0,0,0,0.0,Red,Lightweight,0,UFC on FOX: Dillashaw vs. Barao II,KO/TKO,1,2:37,2015-07-25,"Chicago, Illinois, USA",15.0,26.0,25.0,39.0,1.0,1.0,15.0,26.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,11.0,11.0,7.0,24.0,7.0,24.0,0.0,0.0,2.0,16.0,5.0,8.0,0.0,0.0,7.0,24.0,0.0,0.0,0.0,0.0
Gian Villante,0,0,0,0.05,Tom Lawlor,1,0,0,0.05,Blue,Light Heavyweight,0,UFC on FOX: Dillashaw vs. Barao II,KO/TKO,2,0:27,2015-07-25,"Chicago, Illinois, USA",31.0,64.0,31.0,64.0,1.0,1.0,18.0,48.0,4.0,7.0,9.0,9.0,29.0,61.0,2.0,3.0,0.0,0.0,22.0,52.0,25.0,55.0,0.0,1.0,17.0,47.0,3.0,3.0,2.0,2.0,21.0,49.0,1.0,3.0,0.0,0.0
Jim Miller,0,0,0,2.17,Danny Castillo,0,0,0,2.33,Red,Lightweight,0,UFC on FOX: Dillashaw vs. Barao II,Decision - Split,3,5:00,2015-07-25,"Chicago, Illinois, USA",45.0,110.0,61.0,127.0,2.0,3.0,21.0,78.0,8.0,14.0,16.0,18.0,42.0,103.0,1.0,5.0,2.0,2.0,35.0,103.0,51.0,120.0,0.0,6.0,22.0,82.0,5.0,11.0,8.0,10.0,33.0,98.0,0.0,2.0,2.0,3.0
Kenny Robertson,1,0,0,6.32,Ben Saunders,0,0,0,0.0,Blue,Welterweight,0,UFC on FOX: Dillashaw vs. Barao II,Decision - Split,3,5:00,2015-07-25,"Chicago, Illinois, USA",91.0,186.0,98.0,195.0,2.0,3.0,65.0,156.0,7.0,10.0,19.0,20.0,74.0,156.0,15.0,23.0,2.0,7.0,98.0,204.0,172.0,284.0,0.0,0.0,61.0,147.0,30.0,50.0,7.0,7.0,73.0,164.0,16.0,28.0,9.0,12.0
Eddie Wineland,0,0,0,0.05,Bryan Caraway,0,0,0,1.22,Blue,Bantamweight,0,UFC on FOX: Dillashaw vs. Barao II,Decision - Unanimous,3,5:00,2015-07-25,"Chicago, Illinois, USA",52.0,180.0,58.0,186.0,0.0,1.0,38.0,157.0,9.0,18.0,5.0,5.0,48.0,172.0,4.0,8.0,0.0,0.0,61.0,190.0,72.0,206.0,0.0,12.0,51.0,176.0,5.0,9.0,5.0,5.0,51.0,173.0,10.0,17.0,0.0,0.0
Daron Cruickshank,0,0,0,0.05,James Krause,0,1,0,0.17,Blue,Lightweight,0,UFC on FOX: Dillashaw vs. Barao II,Submission,1,1:27,2015-07-25,"Chicago, Illinois, USA",6.0,19.0,6.0,19.0,0.0,0.0,3.0,15.0,3.0,4.0,0.0,0.0,5.0,18.0,1.0,1.0,0.0,0.0,10.0,15.0,10.0,15.0,1.0,1.0,5.0,10.0,3.0,3.0,2.0,2.0,9.0,14.0,1.0,1.0,0.0,0.0
Ramsey Nijem,0,0,0,8.63,Andrew Holbrook,0,2,1,3.38,Blue,Lightweight,0,UFC on FOX: Dillashaw vs. Barao II,Decision - Split,3,5:00,2015-07-25,"Chicago, Illinois, USA",29.0,63.0,76.0,120.0,6.0,6.0,24.0,56.0,5.0,7.0,0.0,0.0,8.0,25.0,13.0,22.0,8.0,16.0,20.0,39.0,73.0,99.0,0.0,3.0,13.0,30.0,4.0,6.0,3.0,3.0,2.0,13.0,8.0,14.0,10.0,12.0
Jessamyn Duke,0,3,2,3.32,Elizabeth Phillips,0,1,0,6.68,Blue,Women's Bantamweight,0,UFC on FOX: Dillashaw vs. Barao II,Decision - Unanimous,3,5:00,2015-07-25,"Chicago, Illinois, USA",36.0,80.0,54.0,99.0,2.0,3.0,27.0,68.0,7.0,10.0,2.0,2.0,27.0,64.0,8.0,14.0,1.0,2.0,49.0,101.0,83.0,140.0,2.0,4.0,43.0,93.0,3.0,4.0,3.0,4.0,34.0,77.0,1.0,3.0,14.0,21.0
Zak Cummings,1,0,0,0.02,Dominique Steele,0,0,0,0.0,Red,Middleweight,0,UFC on FOX: Dillashaw vs. Barao II,KO/TKO,1,0:43,2015-07-25,"Chicago, Illinois, USA",14.0,30.0,16.0,33.0,0.0,0.0,14.0,30.0,0.0,0.0,0.0,0.0,2.0,6.0,12.0,24.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Michael Bisping,0,0,0,0.58,Thales Leites,0,0,0,0.97,Red,Middleweight,0,UFC Fight Night: Bisping vs Leites,Decision - Split,5,5:00,2015-07-18,"Glasgow, Scotland, United Kingdom",115.0,277.0,117.0,281.0,0.0,0.0,73.0,229.0,6.0,10.0,36.0,38.0,108.0,270.0,5.0,5.0,2.0,2.0,79.0,194.0,80.0,197.0,1.0,4.0,49.0,156.0,9.0,15.0,21.0,23.0,73.0,179.0,6.0,15.0,0.0,0.0
Ross Pearson,0,0,0,0.17,Evan Dunham,0,1,0,11.0,Blue,Lightweight,0,UFC Fight Night: Bisping vs Leites,Decision - Unanimous,3,5:00,2015-07-18,"Glasgow, Scotland, United Kingdom",16.0,28.0,47.0,67.0,0.0,0.0,10.0,20.0,5.0,7.0,1.0,1.0,6.0,16.0,8.0,10.0,2.0,2.0,26.0,48.0,88.0,119.0,5.0,13.0,19.0,39.0,1.0,2.0,6.0,7.0,7.0,23.0,9.0,13.0,10.0,12.0
Joe Duffy,0,1,0,0.0,Ivan Jorge,0,0,0,1.15,Red,Lightweight,0,UFC Fight Night: Bisping vs Leites,Submission,1,3:05,2015-07-18,"Glasgow, Scotland, United Kingdom",8.0,29.0,10.0,31.0,0.0,0.0,5.0,26.0,2.0,2.0,1.0,1.0,6.0,26.0,2.0,3.0,0.0,0.0,7.0,15.0,13.0,23.0,0.0,2.0,4.0,10.0,1.0,3.0,2.0,2.0,4.0,10.0,3.0,5.0,0.0,0.0
Joanne Wood,1,0,0,10.78,Cortney Casey,0,0,0,0.0,Red,Women's Strawweight,0,UFC Fight Night: Bisping vs Leites,Decision - Unanimous,3,5:00,2015-07-18,"Glasgow, Scotland, United Kingdom",90.0,140.0,227.0,303.0,3.0,4.0,57.0,99.0,16.0,22.0,17.0,19.0,55.0,83.0,21.0,30.0,14.0,27.0,57.0,92.0,106.0,147.0,0.0,0.0,49.0,83.0,4.0,5.0,4.0,4.0,39.0,66.0,9.0,14.0,9.0,12.0
Leon Edwards,1,0,0,7.05,Pawel Pawlak,0,0,0,0.33,Red,Welterweight,0,UFC Fight Night: Bisping vs Leites,Decision - Unanimous,3,5:00,2015-07-18,"Glasgow, Scotland, United Kingdom",36.0,71.0,73.0,110.0,0.0,4.0,28.0,60.0,6.0,9.0,2.0,2.0,23.0,54.0,3.0,5.0,10.0,12.0,24.0,78.0,65.0,120.0,0.0,4.0,10.0,58.0,12.0,18.0,2.0,2.0,20.0,69.0,4.0,8.0,0.0,1.0
Stevie Ray,1,0,0,0.03,Leonardo Mafra,0,0,0,0.0,Red,Lightweight,0,UFC Fight Night: Bisping vs Leites,KO/TKO,1,2:30,2015-07-18,"Glasgow, Scotland, United Kingdom",19.0,41.0,19.0,41.0,0.0,0.0,16.0,35.0,1.0,4.0,2.0,2.0,15.0,35.0,1.0,2.0,3.0,4.0,23.0,40.0,24.0,41.0,0.0,0.0,8.0,19.0,3.0,7.0,12.0,14.0,22.0,37.0,1.0,3.0,0.0,0.0
Paddy Holohan,0,2,1,7.87,Vaughan Lee,0,1,0,1.2,Red,Flyweight,0,UFC Fight Night: Bisping vs Leites,Decision - Unanimous,3,5:00,2015-07-18,"Glasgow, Scotland, United Kingdom",28.0,75.0,60.0,108.0,1.0,3.0,18.0,48.0,9.0,22.0,1.0,5.0,22.0,69.0,0.0,0.0,6.0,6.0,27.0,51.0,52.0,79.0,0.0,0.0,19.0,41.0,4.0,5.0,4.0,5.0,16.0,34.0,1.0,1.0,10.0,16.0
Ilir Latifi,1,0,0,0.03,Hans Stringer,0,0,0,0.0,Red,Light Heavyweight,0,UFC Fight Night: Bisping vs Leites,KO/TKO,1,0:56,2015-07-18,"Glasgow, Scotland, United Kingdom",7.0,9.0,7.0,9.0,0.0,0.0,4.0,5.0,1.0,2.0,2.0,2.0,5.0,7.0,0.0,0.0,2.0,2.0,2.0,5.0,2.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0
Mickael Lebout,0,0,2,6.88,Teemu Packalen,0,1,0,3.23,Red,Lightweight,0,UFC Fight Night: Bisping vs Leites,Decision - Unanimous,3,5:00,2015-07-18,"Glasgow, Scotland, United Kingdom",43.0,85.0,68.0,112.0,0.0,1.0,24.0,61.0,10.0,12.0,9.0,12.0,32.0,69.0,0.0,0.0,11.0,16.0,35.0,61.0,41.0,70.0,3.0,11.0,28.0,54.0,6.0,6.0,1.0,1.0,28.0,49.0,0.0,1.0,7.0,11.0
Robert Whiteford,1,0,0,0.07,Paul Redmond,0,0,0,0.0,Red,Featherweight,0,UFC Fight Night: Bisping vs Leites,KO/TKO,1,3:04,2015-07-18,"Glasgow, Scotland, United Kingdom",20.0,37.0,22.0,39.0,0.0,1.0,14.0,29.0,4.0,6.0,2.0,2.0,14.0,29.0,1.0,1.0,5.0,7.0,11.0,31.0,11.0,31.0,0.0,0.0,10.0,28.0,0.0,2.0,1.0,1.0,11.0,29.0,0.0,2.0,0.0,0.0
Marcus Brimage,0,0,0,0.0,Jimmie Rivera,1,0,0,0.02,Blue,Bantamweight,0,UFC Fight Night: Bisping vs Leites,KO/TKO,1,1:29,2015-07-18,"Glasgow, Scotland, United Kingdom",9.0,17.0,9.0,17.0,0.0,0.0,4.0,12.0,4.0,4.0,1.0,1.0,9.0,17.0,0.0,0.0,0.0,0.0,15.0,27.0,15.0,27.0,0.0,0.0,10.0,20.0,3.0,5.0,2.0,2.0,14.0,26.0,0.0,0.0,1.0,1.0
Daniel Omielanczuk,1,0,0,0.0,Chris de la Rocha,0,0,0,0.03,Red,Heavyweight,0,UFC Fight Night: Bisping vs Leites,KO/TKO,1,0:48,2015-07-18,"Glasgow, Scotland, United Kingdom",15.0,20.0,15.0,20.0,0.0,0.0,14.0,19.0,0.0,0.0,1.0,1.0,14.0,18.0,0.0,0.0,1.0,2.0,1.0,12.0,1.0,12.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0
Frank Mir,1,0,0,0.02,Todd Duffee,0,0,0,0.08,Red,Heavyweight,0,UFC Fight Night: Mir vs Duffee,KO/TKO,1,1:13,2015-07-15,"San Diego, California, USA",16.0,37.0,16.0,37.0,0.0,0.0,15.0,36.0,1.0,1.0,0.0,0.0,8.0,18.0,7.0,17.0,1.0,2.0,9.0,24.0,9.0,24.0,0.0,0.0,8.0,22.0,1.0,2.0,0.0,0.0,7.0,21.0,2.0,3.0,0.0,0.0
Josh Thomson,0,0,0,2.5300000000000002,Tony Ferguson,1,2,1,1.75,Blue,Lightweight,0,UFC Fight Night: Mir vs Duffee,Decision - Unanimous,3,5:00,2015-07-15,"San Diego, California, USA",33.0,100.0,35.0,102.0,1.0,6.0,17.0,77.0,12.0,17.0,4.0,6.0,27.0,82.0,3.0,13.0,3.0,5.0,83.0,149.0,101.0,167.0,0.0,1.0,51.0,91.0,15.0,37.0,17.0,21.0,58.0,121.0,4.0,4.0,21.0,24.0
Holly Holm,0,0,0,0.83,Marion Reneau,0,0,0,0.0,Red,Women's Bantamweight,0,UFC Fight Night: Mir vs Duffee,Decision - Unanimous,3,5:00,2015-07-15,"San Diego, California, USA",65.0,178.0,70.0,184.0,1.0,1.0,27.0,103.0,25.0,47.0,13.0,28.0,63.0,174.0,2.0,2.0,0.0,2.0,26.0,75.0,32.0,82.0,0.0,0.0,5.0,35.0,15.0,28.0,6.0,12.0,24.0,73.0,2.0,2.0,0.0,0.0
Scott Jorgensen,0,0,1,1.52,Manvel Gamburyan,1,2,0,4.8,Blue,Bantamweight,0,UFC Fight Night: Mir vs Duffee,Decision - Unanimous,3,5:00,2015-07-15,"San Diego, California, USA",36.0,74.0,56.0,94.0,1.0,2.0,24.0,62.0,7.0,7.0,5.0,5.0,26.0,59.0,8.0,12.0,2.0,3.0,42.0,95.0,65.0,128.0,5.0,13.0,26.0,72.0,8.0,11.0,8.0,12.0,31.0,74.0,6.0,9.0,5.0,12.0
